text,label
مث.....از موتور سواری میترسم ,FEAR
از صبح هیییییچ کاری نکردم دلم یه کتک مشتی میخواد لعنت به من :/,ANGRY
مگه من عصبی ام ؟ ,SURPRISE
الان دارم فیلم دور دنیا در ۸۰ روز رو در شبکه نمایش میبینم جالبترین قسمت فیلم سکانس پایانی فیلم که رییس دانشگاه ملکه انگلیس را یک عجوزه معرفی میکنه در زبان اصلی اما در دوبله فارسی به جای اسم بردن ملکه از لفظ شهردار استفاده شده #قضیه_چیه,OTHER
"تقریبا هیچ شکی در شکست قطع‌نامه تمدید تحریم‌های تسلیحاتی نیست. روسیه و چین به روشنی مخالفت شدید خود را با آن اعلام کرده‌اند و احتمالا‌ آماده استفاده از قدرت وتوی خود هستند. گرچه حتی بریتانیا و فرانسه هم موافق این قطع‌نامه نیستند.
#آرش_عزیزی
www.link.com",ANGRY
میترسم دو ساعت بشه دو سال  ,FEAR
دوست عزیزم اینجور نوشته ها نژاد پرستانه هستش یک مقدار فکر کنیم در مورد جملاتی که میگیم امیدوارم در افکارتون تجدید نظر کنید,SAD
تو دلم قند آب میشه وقتی تصور میکنم که امشب قراره تو خیابون شادی کنن و برقصن,HAPPY
داداشی کاش دنیا قده فکره تو بود با ماشین دور دورا و خنده های دروغ خلاف یه نخ دو نخ با سر سیاه بلوغ یه عشق گمشده تو شهر بوغ و شلوغ ... !,SAD
چه خوب میشد همه مسئولان اینجوری ساده و بیتکلف با خانواده بین مردم میاومدن. اینجور کارها فقط از دست مدیران #جوان برمیاد از  گرفته تا  . نمایشگاه #ایران_نوشت,HAPPY
@username حقیقت کرونا گرفتم,OTHER
یک دلیل‌ش ممکنه #قرنطینه و فرصت زیاد و ورود کاربران بیشتر از طیف‌های گسترده در توییتر باشه؛ فرصت دعوا و‌ تندی هم بیشتره.,OTHER
فکر می کنم درباره مسئله بورس از نظر فقهی باید بیشتر تامل شود.,OTHER
 ۱-سال پیش با یه اکانت جدید رفتم لا‌به‌لای تایملاین عرزشیا،یه خط توییت ساده نوشته بودم اگه اشتباه نکنم از قرآن، بعدش چند تا از…,OTHER
از مردم عزیز تقاضا داریم یه چند وقت از بیشعوری نمایندگان، اختلاس مسئولان، بیکفایتی مدیران و خرابی وضع مالی هموطنان کوتاه بیان و مشغول فیلترینگ اینستاگرام بشن. …,ANGRY
یه اقایی از من توی محل کارم خوشش اومده من بهش گفتم نمیتونم باهاش باشم    امروز‌مادرشو فرستاده بود سراغم    مادر هم نمیدونم اومده‌ بود وصل کنه ،جدا کنه   دوتا کلمه میگفت بعدش‌ میگفت فققققط غرورمو برای بچم دارم میشکنم هیچ فکر دیگه ایی نکن خانم :))  هنوزم فکر میکنم ازش میترسم :)),FEAR
شعارهای مردم در تشییع پیکر آیت الله #هاشمی_رفسنجانی نشان می دهد که مسئولان نظام باید زودتر مسئله حصر خانگی رهبران معترضان سال 88 را حل کنند.,OTHER
یبارم یکی روز تولدش خیلی ناراحت بود و اینا، اومدم حواسشو پرت کنم، ساعت ۱۲ که شد براش آهنگ فرستادم. پنج دقیقه بعد کلی استیکر گریه فرستاد، آهنگ yesterday when I was young رو براش فرستاده بودم :))))))))),SAD
تازه یه پسره دوسم داشت تو‌ چت‌روم اسمشم سجاد‌ بود،هروقت آف‌‌ بود دوستاشو نگهبان میذاشت کسی جدید میاد تو تالار عمومی با من چت نکنه :))) www.link.com,OTHER
دس وردارین از سر این دل پاره پاره ما ,SAD
 چه توانی,SURPRISE
@username آریاشهر عین قبله. ماسک اضافه شده و هیچ پروتوکل دیگه ای رعایت نمی‌شه,FEAR
یکی کوزه مون رو شکست یکی دیوارها رو ریخت شیشه ها رو شکست توفان به پاشد یکی غم ها رو میلیون ها برابر پیرتر کرد همه چیز رو بدتر کرد ما رو زخمی کرد یکی شرابمون رو ریخت پیازمون رو دزدید یکی بی جهت پرنده ما رو توی قفس زد جگرم میسوزه قلبم آتش میگیره ایکاش اینطور تموم نمیشد ایکاش نمیشد,SAD
"جهش در ووهان 
پرش به ایران 
با پرواز ماهان 
خلبانش لران 

و اینچنین بود که #سیدعلی_قاتل سال جدید را سال جهش تولید نامید 

#سپاه_عامل_کرونا 
#سپاه_تروریستی_پاسداران www.link.com",ANGRY
بله ترسیدم خودم امحاش کنم سنگ بشم ,FEAR
@username دقیقا آدم از درک حد بیشعوری بعضیا عاجزه,OTHER
کم کم ترس همه میریزه روزهای آینده بیشتر میان  ,FEAR
از بچه ای که گنده حرف بزنه اصلا خوشم نمیاد     بچه باید خنگ باشه ,HATE
آفرین به اون آقایونی که از اون خانم حمایت کردن. اگر متحد باشیم اینا هیچ غلطی نمی تونن بکنن، اتفاقا آخوندها از همه ترسو ترن . قبلش خیلی هارت و پورت می کنند ولی اگر پاش بیوفته زودتر از همه فرار می کنند. فقط اتحاد,HAPPY
کسکش این ساقیت کیه بگو به ما هم برسونه,ANGRY
ترسناکو هیجان انگیز  ,FEAR
"@username ""شاهزاده چارلز"" پسر ارشد ملکه انگلیس و جانشین او به کرونا مبتلا شد.
از نظر بی بی سی ابتلاء او علائم خفیفی دارد و جای نگرانی و ترس نیست.
اما چند هفته پیش ابتلای معاون وزیر بهداشت ایران به کرونا دلهره آور و نشانه گستردگی ابعاد بحران در ایران و مخفی کاری مسئولان بود.",FEAR
باورم نمیشه!!این همون اماراتی نیست؟!حالاقبله روچجوری حساب کرده فضاپیماروچرخونده سمت عربستان؟!اذاناروچطورحساب کرده؟ ,HATE
عجب سوال سختی   ,SURPRISE
به روبرو خیره گشته و پلک نمیزنم ترس چنگال هایش را چون خرسی عظیم، بر گُردهام فرود آورده و سپس نعره سر برآورده. هیچ نمیدانم که نعرهش از سر خشم است یا از سر مرگ، و هیچم توان تکان خوردن نیست. تنها سکوت، سکوت، و سکوت به گوش میخورد و صدای کوچک و شکننده فرود دانه های ریز برف.,FEAR
ما ب ۱.۵ ۲ میخندیدیم ,HATE
لیست بخشی از شهیدان سرفراز قیام سراسری مردم ایران آمار شهیدان قیام تا کنون بیش از 1000 تن می باشد که سازمان مجاهدین خلق ایران اسامی 300 تن را منتشر کرده است. #StopIranBloodshed #IranProtests #اعتراضات_سراسری #من_شورشی_هستم,ANGRY
ایشالا، من ذوق زدم برا کیکه ,SAD
ولی یکی که نی بزنه تو نوشابه مون چیه، همونم نداریم ))):,OTHER
اره خوبه دارم ازش چن تا,OTHER
"درخواست مناظره تلوزیونی وزارت بهداشت با اساتید طب اسلامی در مورد کرونا 👇
www.link.com
دوستان لطفا حمایت کنید و انتشار دهید تا ان شاالله مسئولین به خاطر حفظ جان مردم هم که شده روشهای طب اسلامی و طب سنتی رو جایگزین روشهای بی فایده فعلی کنند 
@username
@username",ANGRY
 #شارمین_میمندی_نژاد با توجه به بیماری هایی که دارد، با ممانعت کردن از اینکه تحت مراقبت های پزشکی قرار بگیرد، عملا دارد…,SAD
قبلنا یکی بود با هم میخندیدیم ی مدتیه زده جاده خاکی ,SAD
يادمه پنج سالم بودكه با اصرار زيادو لوسبازى همراه مادرم كه  عضو سازمان زنان بود و  شهبانوى عزيزمان راهى ديدن بيمارستان جزاميان نزديك قوچان شديم، من متاسفانه از ماشين پياده نشدم ولى مادرم گفت :اون روز شهبانو در ميان جزاميان چند تن از جزاميان نمناك و در آغوش گرفتن! ميدونين يعنى چى www.link.com,FEAR
لعنت به پیتزایی که معلم پنجاه ساله اول راهنماییم پیک موتوریش باشه . لعنت به من . لعنت به جبر ، لعنت به این اقتصاد مریض چقدر خجالت کشیدیم,SAD
@username حال هممون بده حتی اگه درستم نشه پشت همیم میمونیم برای سال دیگه بالاخره خانواده هارو راضی میکنیم یچیزی میشه دیگه صب کن پایان همه چی خوب تموم میشه,HAPPY
شما مگه میتونید   ؟,SURPRISE
@username @username دلار ب زیر هزار تومن رسید,HAPPY
بر عکس به خونه زنگ زدن گفتن دخترتون و زنبور نیش زده داره سکته میکنه از ترس بیایین ببریدش دکتر بابام تازه نیم ساعت بعد اومد گفت چه خبرته انقد گریه کردی ؟؟ ,FEAR
تو ۲ هفته ۳ تا عروسی فصل جفتگیریه ؟,SURPRISE
با این کوصکشه اهوازی هم همینطور,HATE
 ششمین برنامه زنده یوتیوب به منظور پاسخگویی به برخی پرسش‌ها و ابهامات توسط استاد #محمدعلی_طاهری در تاریخ سه‌شنبه ۳۱/۴/۱…,OTHER
دلم برای دیدنش داره تیکه تیکه میشه دیگه,SAD
واقعا ادم ناراحت میشه اینارو میبینه تف تو این مملکت,SAD
روزنامه‌نگاری جرم نیست، اما مزدوری چرا! مزدوری برای رسانه‌ای که علنا از واژه نبرد برای شرایط کشور استفاده می‌کنه، بدتر. تُف به روتون به خاطر هر آنچه ظرف ده روز اخیر کردین. تُف ... پ.ن. قطعا رذالت فرزند، ربطی به والدینش نداره. هرچند که مایه شرمساریه! ,ANGRY
کسی که رفیق جنسشو میفروشه کونیه.,ANGRY
@username شوخی میکنه بابا 😂 همه اینجا یه نیمچه شوخی با من دارن، تا فش ندادم جدی نگیر 😂,HAPPY
@username دیگه نه!  دیگه تموم شد طلا بشن منشنات نمیخوامشون,OTHER
متنفرم از اين آدمها  ,HATE
ما از وحشت نمیمیریم، از استرس میمیریم از استرس برای فردای خودمون,FEAR
قرار بود که یه کاری رو من و پسرعموم انجام بدیم راضی نشد . ساعت دو نصف شب شروع به حرف زدن کرد و گفت آورده بچه اش رو گذاشته اینجا میخوره و میخوابه و کاری نمیکنه و حالم قابل توضیح نبود تو اون لحظه ولی سر دو هفته نشده پدر مادرم رو با بدبختی و اینکه کار دارم راضی کردم برگردم خونه .,SAD
Descent   ترسناک مرسناکم نیست ,OTHER
این قهوه طعم نچندان دلچسبی داره و بیشتر بدرد درمان میخوره تا یه نوشیدنی لذت بخش. یه نکته هم به نظرم میرسه. انگار به این قهوه رنگ مصنوعی اضافه کردن. چون تفاله قهوه بعد از دم کردن شروع به رنگ سبز پس دادن میکنه. رنگشم بد جور به ظرفشوریی میمونه.,SAD
من تا فردا ظهر خوابم احتمالا چه عیدی چه کشکی ,SAD
@username سیم چین، قیچی، سیم‌را می‌بری، در دو شاخه جدید پیچ میکنی و خلاص! بلد نیستی ببر الکتریکی میکنه,ANGRY
اییی وای عزیییزم مثل چیکوعه اخه من فداش شم ,HAPPY
عجب عکسی گرفتی ,SURPRISE
" باز این عمه فضولم زنگ زده
هعی من دارم میپیچونمش
هعی میخواد ببینم رتبم چنده
اه
بابام سرکاره نمیدونه جواب کنکور اومده بعد این…",SAD
روز nام قرنطینه: پاهای دوست پسرم رو پدیکور کردم 😁,ANGRY
یکی از اسان ترین تاکتیک هایی که در نبردها کمر رژیم و میشکنه،یک سازماندهی فوری در زمان شورشهاست که این معترضان رو یک عده نیروی اموزش دیده ی مسلح نیز ساپورت کنند،منظور از ساپورت یعنی پوشش معترضان و ایجاد ایست و بازرسی در خیابانهای ازاد شده،در اینصورت راه کمک رسانی انها مسدود میشود.,ANGRY
"آخرین آمار در مورد کرونا ویرس در هرات:

تا فعلا 101 واقعه مشکوک از ابتدا بستر شده اند.

از 92 واقعه نمونه گیری انجام شده است.

پنج واقعه مثبت تا شام دیروز ثبت شده است.

9 واقعه هم تحت پروسه لابراتواری قرار دارد که امروز نتیجه معلوم خواهد شد.

20 مریض هم فعلا بستر هستند.",OTHER
"زندگی نمیکردند و ازدواجم نکرده بودند باز هم دادگاه با شکایت دوست دختر سابق حکم داد که رابطه ۱۴ ساله شون حکم زن و شوهری داشته چون مرد کل وام مسکن زن رو داده بوده و براش طلاجواهر میخریده و خرج بچه‌هاش از شوهر سابقش رو میداده و زیر یک سقف بودن لزومی نداشته 
www.link.com",OTHER
بعد از 2 دقیقه استفاده مثل بخاری داغ میکنه و بی متالش اتومات قطع میکنه خاموش میشه و 10 دقیقه باید صبر کنی تا سرد بشه و وصل بشه و عملاً هیچ کارایی نداره اگه کسی خواست بگه نصف قیمت بهش بدم!,SAD
صحبت های مادربزرگ #پویا_بختیاری درباره مراسم پنجم دی و وضعیت اعضای خانواده‌اش (پنجشنبه ۵دی۹۸) ضعف، ترس و وحشت حکومت از اتحاد مردم باعث شده جو امنیتی در کشور توسط سرکوبگران حکومت جنایتکار حاکم شود و اجازه حضور در محل دفن کشته شدگان را به خانواده های داغدار و مردم ندهند. #پنجم_دی,SAD
 اونا آدمایی تو زندگی داشتن که ارزش داشت بخاطرشون جوون بدی . الان من بخاطر کی جوون بدم ؟؟همه آدمای اطرافمون دروغگو و بدچشم و حسود و عوضی و...,ANGRY
"شاید درس رو بذارم کنار تا به یه جایی برسم!
 نه #موبایل دارم نه پول #اینترنت، چجوری درس بخونم؟!
اینجا حاشیه‌ی شهره، مدرسه غیرانتفاعی نیست که همه تبلت داشته باشن!
روایت متفاوتی از #اپلیکیشن_شاد وآموزش مجازی دانش‌آموزان در دوران #کرونا

نتیجه ۴۱سال ناکارآمدی و بیسوادی رژیم آخوندی! www.link.com",SAD
انتظار داشتی همون موقع 100 میلیون واریز کنه ب حسابت از غصه درت بیاره ,OTHER
یکم بیشتر تلاش کنی تو هم میتونی آدم باشی,HAPPY
من همچنان آرزومندم رضاییان مصدوم شه. هر توپی که میاد زیر پاش اعصابم خورد میشه. #TeamMelli,ANGRY
@username خب چرا فرار ؟ فکر میکنه بیرون از قرنطینه حالش خوب میشه؟ اینکه عده ای دیگه رو‌هم مبتلا کنه به ذهنش نمیرسه آخه,OTHER
 آقای ظریف بهجای اوگاندا نمیشد در یکی از همین روستاها بیمارستان جدید تاسیس میکردید؟ اینرنج ببینید ما رو به چه روز انداخته که برای کار خیر هم خشم داریم ما.,ANGRY
"اگر جنگی دربگیرد، هیچ رئیس جمهوری
 در آن کشته نخواهد شد. 

اگر اقتصاد کشوری فرو بپاشد، 
رئیس جمهور آن ورشکسته نخواهد شد و بانک کاخ ریاست جمهوری را مصادره نخواهد کرد. 

اگر کشوری به ورطۀ قحطی و تورم شدید بیافتد،… www.link.com",ANGRY
" چند دختر جوان در #عصر_جدید حرکات آکروباتیک انجام دادند وچهار چراغ سفید گرفتند 

از حیایی وعظیمی نژاد و نونهالی انتظاری نیست…",OTHER
#بروزرسانی در بغداد 8 کشته در زیقار 6 کشته در میسان 6 کشته در المثنی 1 کشته,OTHER
واسه اینم میترسم خسته بشی ,FEAR
والا بهش میگفتن هور  اسمشم برام ترسناک بود  ,FEAR
ای بابا   چه وحشتناک,FEAR
نگو که ترسناکه ,FEAR
@username @username گورخواب ها رو بگو. گم شدن دکل و لوتی خور شدن میلیاردها دلار رو بگو. زمان شاه چقدر پول به کانادا رفت,OTHER
قشنگ یک شکست عشقی تا قاتل سریالی شدن فاصله دارم ,ANGRY
از این جور زن‌ها در هر طایفه‌ای پیدا میشه، مامانم میخواد خفش کنه راحت شیم ,HATE
"شاید اگه اسمِ دیگه‌ی بچه‌دار شدن ""تولید مثل"" نبود امتحانش می‌کردم. خیلی با این ""مثل"" مشکل دارم.",OTHER
@username همینکه به مردم همون اندازه‌ای ک به نماینده مجلس میرسن میرسیدن هیچ وقت کرونا تا این حد گسترده نمیشد,ANGRY
ما کی اینقد بی فرهنگ شدیم,ANGRY
مشکل اصلی استدلال اینجاست. حجاب باعث پیشرفت میشه، پس کسایی که پیشرفت کردن، میخوان حجاب اجباری بشه، پس چرا هستند افرادی که به اجباری بودن حجاب اعتراض دارن؟ یعنی اونقدر پیشرفت نکردن ببینن حجاب کمکشون کرده یا نه؟,SURPRISE
جدیدا تمام پادشاه‌ها و ملکه‌های سایر کشورا، حتی اونایی شاه و ملکه ندارن، مهاجرت کردن ‌ب توییتر فارسی...  یه چند تا رعیت موندیم بین اینا...  ملک و املاک و چرا ول کردید اومدید اینجا سَرورانم‌؟!   ,ANGRY
@username طلاكه پاك چه منتش به خاك... @username @username رحمى ديگه دركار نيست،ميخوام اين خون واشكى كه درچشم وگلوم سنگين شده تبديل به خشم وآواروسيل وعذاب مرگ ابدى نسيب همتون بشه... بچرخ تابچرخيم... قدرت #Qanon و #وطنپرستان_واقعى دنيابخصوص #پرشيا رومنبعدببينيد...,ANGRY
"@username @username ۲۲۰ خوش بینانه است، بگیرید ۱۸۰ دلار
توجیه متانول ۲۲۰ دلاری بماند
خلاصه اش اینه که متانکس ضررده شده
دلار سی تومنی رو هم امیدوارم غلط باشه اما نیست
کالایی دولتی الان پای ما ۳۰ حساب میشه
بازارهای کالایی بسیار باهوشن، یک ماهه گرونیو میبینم(جنس خرید و فروش داریم) و تازه رسیده ب خودرو",OTHER
 واسه هدیه هم چیز بامزه و زیباییه.کاورهای بد میتونن کاری کنن که از آهنگ اصلی هم متنفر بشی.,HATE
"#دلار جهانگیری 4200
#شاخص واعظی1600 www.link.com",HATE
"چطور چپول ها و کمونیستهای به اصطلاح کتاب خون بیان در مورد اینک پدرشون چین داره خاک ایران میبلعه نظر بدن .البته ببخشید این کمونیستها این قدر کودن،احمق ونفهم هستند که دقیقن مثل محمد هربار یه اراجیفی دارن.حالا کمونیست ها هم باید مثل مسلمونا تحمل هر چیزیو داشته باشن
#فروش_ایران_ممنوع",HATE
"یاران
در این روزهای سخت باید به فکر کسانی باشیم که نان شب آنان از مزد روزشان بدست می آید و روزشان در قرنطینه و با بیکاری اجباری سر می شود .

احمد آزاد",ANGRY
اعصابم خورد بود یک دعوای مسخرهای یا سینا راه انداختم. پفیوزِ بیتربیت,ANGRY
اینقد تعجب داشت  ,SURPRISE
چرا خُب داد نزدن؟  ,SURPRISE
تا وقتی قدرت مافیا زمین و مسکن و دولت بی عرضه و صدا و سیما گوگولی و مامانی داریم، و میتوانیم مردم را با سلام و صلوات تشویق به رعایت انصاف و تقوا کنیم، چه نیازی به تدوین قانون و اجرای طرح های عاقلانه و افزایش درآمد مالیاتی داریم؟ /4,HATE
بدترین اتفاق برای یه خواهر اینه که داداشش زن بگیره  و مصیبت برای یه خواهر اینه ک داداشش زنش رو دوس داشته باشه ,SAD
"#ویروس_کرونا_از_عذابهای_کمتر
""موعد فساد اکبر موعود در زمین مبارک مسجد الاقصی که اولین قبله از دو قبله است، فرا رسیده است. ای کسانی که بیت الله المعظم را فروختید::
الإمام ناصر محمد الیمانی
۱۵-اسفند۱۳۹۸
www.link.com",SURPRISE
مگه میزنن ؟,SURPRISE
آره صداشو منم شنیدم دیشب کلی ترسیدم ,FEAR
متنفرم از ظرف شستن مخصوصا قابلمه و ماهی تابه  ,HATE
یعنی کوچکترین دغدغه اقتصادی ندارید! مقایسه کنید با دغدغه عموم مردم تا بهتر و بیشتر متوجه فاصله تون با اکثریت جامعه بشید.,HATE
 قیمتش به نسبت خیلی از ماسکها موها باتوجه به کاراییش مناسبه و تو پیشنهاد شگفت انگیز عالیهاستاد عزیزی که فکر میکردم امتحانتو بد دادم و صد در صد میوفتم ولی بهم ارفاق کردی و قبولم کردی #صبح_شما_هم_بخیر اصلا نمرمو دیدم اشک تو چشمام حلقه زد خیلی دلشاد شدم خدا دلتو شاد کنه استاد,HAPPY
تکرار کن چرا دوباره خار شدی؟,SAD
کونده پررو ترین یوزر توییتر با اختلافه ایشون,SAD
"درسته که روزپسرنداریم ولی فقط کافیه دختران این سرزمین کمی احساس خطرکنندبدون شک اون روزروزپسره.
امنیت رومدیونشونیم
#تحریم_ناجا_تحریم_امنیت www.link.com",HAPPY
کلی پول دادم اسپینر خریدم اعصابم آروم بشه، گمش کردم بدتر اعصابم خراب شد :)))),ANGRY
" امشب منم مهمان تو ، دست من و دامان تو
یا قفل در وا می کنی ، یا تا سحر دف می زنم

#سالار_عقیلی 

#آهنگی_که_گوش_میدم 😊",HAPPY
@username اتفاقا کرونا اونقدرا هم قوی نیست که دخل ادمو بیاره ولی انفولانزا چرا,SURPRISE
عمو نوروز جونم چرا آخه  ,SAD
من واقعا باور کرده بودم,OTHER
روحش شاد و يادش گرامي,SAD
برای کارگری که بهش حقوق نمیدن و اگر هم اعتراض کنه میگن برو خوش اومدی هزار تا مثل تو صفه #IraniansWantRegimeChange,SAD
ملت رفتن زیر آخرین پستهای اینستاگرام مرحوم گفتن روحت شاد. (؟),SURPRISE
بسیار زیبا    و گر چنین است  چشمانم لبریز از شراب شعرت  و   گوشهایم دفتر لطافت کلماتت باد ..,HAPPY
" جلسه ستاد ملی مبارزه با کرونا رو دیدید؟؟؟
به این ستاد هیییییچ امیدی نیست!!!
باید فقط به نماینده ها فشار بياريم!!!
#تفحص_از…",OTHER
"روحانی کذاب قبل ازبرداشته شدن تحریم ها به مردم وعده می داد وقتی تحریم ها برداشته شود همه چیز حل می شود ولی بعد ازبرداشته شدن تحریم هاقیمت های اقلام پایه سیر صعودی طی کردواقعیت این است که علت همه بدبختی های مردم شما آخوندها هستید نه تحریم آمریکا!
#مسعودرجوی
مسعود ستار #ضدسپاهی است www.link.com",ANGRY
خشک شدنش سخته و روون میشه روی کاغذ. مخصوصاً وقت نوشتن کشیده ها آزاردهنده اند. البته کسی که خوشنویس باشه با هرچیزی می‌نویسه، مثل استاد سابقم که با قیر مایع تابلوهاشو می‌نوشت. مبتدی‌ای مثل من ادا زیاد داره ,SAD
اعصابم نمیکشه درباره ماجرای سیرجان حرفی بزنم. فقط اینکه امثال خانوادهی این دختر، باعث میشن امثال اون پسر جانی، جرأت پیدا کنن و تکثیر شن. (حالا بماند که قانون درست و درمون هم نداریم.) پایان پیام,ANGRY
نمیدونستم قاجار اینقدر بیهویت شده که باید زیر برج شهیاد محمدرضا پهلوی بری با لباس دلقکها عکس بگیری ؟ من از شاه و شاه بازی متنفرم(چه پهلوی چه قجری)، اما اگه من شاه بشم لقب تلخک دربار رو میدم به #بابک_قاجار که خیلی برازندهس #پهلوی #قاجار #دوره_شاه_بازی_تمام_شده,HATE
من اصن جنبه ی تیلور سوییفت گوش کردن ندارم تمااام غم و غصه و خوشحالی های زندگیمو همزمان میاره جلو چشمم دقیقا مثل وقتی که وسط گریه، میخندی!,SAD
بگو با کتاب چک نکنه اعصابش خورد میشه انقدر فیلم بده  ,ANGRY
آقا خاکمالش نکنین دیگه پیروز شدیم بزارید شیرینیش به دهنمون مزه کنه حالا دوتا نفر خوب کمتر اگه واقعا دغدغه شما اینه ، در اصل باید از شرکت نکردن رائفی پور در انتخابات به دلیل هوچی گری رسانه های دشمن بر سرتون میزدید این افراد یک دهم او هم اثر گزاری و اندیشه و کارآمدی ندارن,ANGRY
درمیانه ی این مناسبتهای دردآورومشمئزکننده، ۱۵بهمن ماه سالروزتولداسطوره ی ابدی وبی بدیل آزادی وآزادگی #داریوش_اقبالی بزرگ بزرگوار را تبریک میگم. مایه امیدمون برای پایداری و استقامت دربرابر همه ی این سختی ها,HAPPY
" بخاطر سوگندی که برای احیای عدالت یاد کردیاز اونجایی که دو روزه استفاده میکنم در مورد دوامش نمیتونم نظر بدم.""",SAD
"اتحادیه اروپا: ۲۳۰میلیون یورو برای مقابله با کرونا اختصاص داد
دولت افغانستان: ۲۵میلیون دلار برای مقابله با کرونا اختصاص داد.
دولت ایران: دستاتو بشور درست میشه",OTHER
اخه اصلا نمیتونن، اینا چه زیر ساختی دارن که بخوان از این غلطا بکنن ؟ چینشون هنوز نتونسته اینا که جای خود دارن,ANGRY
@username کرونا اصلاحات چی نمیکشه 🤔,OTHER
@username @username مگه با اینها نیاز جنسی رفع میشه؟,OTHER
یه برنامه بود تو آمریکا ملت میرفتن کارای شگفت انگیز میکردن هنوز هست؟میخوام برم بگم من تو ایران با درآمد 1 میلیون در حالی که خط فقر 3 میلیونه هر روز دارم چاق میشم نمیدونم چرا؟؟واقعا شگفت انگیز نیست؟؟,SURPRISE
جنده نفهم تو هستي كوستو جر بدم,ANGRY
" در پای چوب دار

آنگاه که آسمان غمزده پاک میهنم

از نور جان من، مهتاب می‌شود

فریاد می‌زنم تو را

ای آزادی!
#اعدام_نکنید 
#نوید…",SAD
کروناهراسی و عادیانگاری کرونا هر دو خطرناک است www.link.com شبکه های مجازی پیام خبر در اینستاگرام، تلگرام، بله و توییتر @username www.link.com www.link.com,OTHER
بعضی حرفا بی نهایت تلخه جوری که نمیشه انکار کنم انقده تلخ که دیگه میترسم با خودم اونا رو تکرار کنم,OTHER
"⭕️قم را قرنطینه نکردند و قوانین منع ورود غیر بومی ها را نیز در مورد آن اجرا نمی کنند چرا؟

@username www.link.com",OTHER
خوار پشتیبانای قلمچی رو گاییدم. لامصبا الان یادم افتاد اعصابم خورد شد,ANGRY
پینترست شما هم مشکل داره و عکس سیو نمیکنه؟ یا فقط پینترست من دوست داره رو اعصابم پاتیناژ بره؟؟؟!!,ANGRY
همین که داری صنعتی درس میخونی پوست کلفت بار میای نگران نباش,SURPRISE
هزار سال است که دوستت دارم ، به تر و تازگیِ روز نخست ... #مخاطب_خاص,HAPPY
ما مسئول ناراحتی یا خوشحالی کسی نیستیم ولی مسئول درست یا غلط بودن حرف یا عمل مان هستیم .,SURPRISE
"@username @username @username @username @username @username یه سوال
من آخر نفهمیدم
وان و تو کایسوئه یا سکای؟
هر دوتا رو نوشته اخه
🌸@username 🌸
🦄@username 🦄
🍭@username 🍭
WE ARE ONE",OTHER
دوستان کسی اینجا هست که تجربه امتحانای USMLE رو داشته باشه و موفق شده باشه که پاس بشه ؟,OTHER
هر جوری که حساب میکنم ۱۱ شدن اسرائیل عجیبه! …,SURPRISE
8 تیر 91 بود... خیلی روزهای بد و پرفشاری بودن! هم قبلش و هم بعدش! چقدر استرس به خودم و خانوادم وارد شد! تا مدتها بهش فکر میکردم و فکر میکردم دنیا به آخر رسیده.... دنیا به آخر نرسید، موفق هم شدم (شاید)، اما خیلی از روزهای خوشم به غم کنکور گذشت! در بهترین سالهای عمرمون! #کنکور,SAD
چقدر فضای تايم لاين غمباره... واقعن متاسفم برای کردها،براي انسانيت... #IraniansStandWithRojava,OTHER
طلا بخرد زمین بخرد www.link.com,SAD
 من هیچوقت بهت دروغ نمیگم ،خودش یه نوع دروغه,SAD
میبینید علائم کرونا دارید بشینید خونه هاتون دیگه,ANGRY
اصلاح طلب در حکومت خمینی و دارودسته جانی و قاتلش چه معنی میده، همشون آشغال و دروغگویی بیش نیستند، هر کسی که با حکومت خمینی دوستی کنه چه پنهان، چه در دل، و چه رو در روی مردم،قاتل هستش و دجال و آشغال و آشغال لایق سطل آشغال هستش تا بازیافت بشه،با عرض معذرت #Iran,OTHER
وقتی مامانم اینا مهمون دارن یا بیرونن و جواب نمیدن ناراحت میشم ازشون. بعدش ولی یادم میوفته که من بودم که ولشون کردم رفتم.,SAD
ای کاش تو اینجا بودی. در حقیقت من در اینجا هیچکس را ندارم. هیچکس جز ترس و تشویش. #كافكا,FEAR
دلم میسوزه چطور با شعور اینا و باقی بچه ها دارن بازی میکنن?? بیچاره ها باورشون شده? یادم به بچگیهای خودمون افتاد که چقدر توی مدرسه  شعور ما به بازی گرفته بود باور کرده بودیم و میترسیدیم، ???? بهترین خانم دنیا???? عجب,SURPRISE
هر یک از ما یک #دیکتاتور یا #شیطان_درون داریم که به واسطهی آموزههای اجتماعی و خانوادگی رشد میکنند. اغلب عاملان دخیل در این واقعهی #آزار_و_اذیت در #سیرجان خودشان قربانی تعاملات و اموزههای ناخداگاه اجتماعی هستند. دروغ که بکاری خشم درو خواهی کرد. …,ANGRY
من اینکارو با نمک کردم و شاممون عین دریا چه ارومیه بود ,HAPPY
وای خداااا  خیلی وحشتناکه ,FEAR
"تقدیر در شمشیر پیمان‌های عاشورا ست
هنگامه‌ای از خون، بیابان‌های عاشورا ست
تفسیر چرخش‌های سر، بر سجده گاه عشق
رقص نماز ظهر ِ چوگان‌های عاشورا ست

#حب_الحسین_یجمعنا #ما_ملت_امام_حسینیم",SAD
