text,label
 گرفتنیست دادنی اعتصابسراسریكامیونداران وارد سومین خرداد كشور رانندگانكامیون اعتراض گرانی تجهیزات اضافه بیمه افزایش كرایه حمل اعتصاب كنون مسئولان رسیدگی مطالبات كامیونداران اقدامی نكردهاند,OTHER
 زور خساست حرف بزنی دهن منو باز نكن سامی خان,SAD
 عجب طوفانی رشت سیلی میباره آسمون,SURPRISE
 ایران فرقی بحران روش مدیریت بحران تعطیلی مدارسه برف اومده مدارس تعطیل كنین هوا آلوده مدارس تعطیل كنین كرونا اومده ایران مدارس تعطیل كنین خسته نباشید دلاوران,FEAR
 ممنونم ازت ظلمات دراومدم ارادت,HAPPY
 بقیه روزا بدانم ترین حالت ممكنید,SURPRISE
 صبح متوالی راننده تاكسی اعصابم جویید بنج تومانی خرد ندارید تخلیه غر زدن روزی تمامی,ANGRY
 نمیدونم خودم تصویری ساختهم موقع خداحافظی مدیرم سرشكی دیدگانم نشست مبهوت متعجب بهم میكردن,SURPRISE
 كل جمعیت ایران خورد خوراك رهبر جاعش مطلع نگذارید انحرافی مسیر اصلی دور اولویت ها…,ANGRY
 واقعآ ناراحت شدم نشون میده بدرانمون چقدر اشتباه چقدر اتحادیم متأسفانه بگم اولشه,SAD
 شرایط خودمون جور میكنیم دودزای رنگی مهمه دیدی تیراندازها كور میكنه كاربردش,FEAR
 خنده هدیه بدیم,HAPPY
 امیدوارم شاد خوشبو,HAPPY
 بیو هاتون نمیزنید متعهد باعث میشین سوتی بدم لامصبا,ANGRY
 بد بدتر همینو میگفتن حالا میگن نمیزاره كار كنهمیگی برجام جی میگه ندیدی بریداصن سنگ اینا میفهمه,HAPPY
 باحاله بروفایل چینی گذاشتم فحاشی میكنن كرونا,ANGRY
 اوج رذالت بستی انتقاد عملكرد شخص اونقدر حقیر شی قیافه زیبایی اندامش گیر بدی سلطنت طلب عشق باطبی عقده مسیح كورت فرض كن انتقاد درست شاهزاده بهش بگه رضا دماغ خوشت نمیاد غلط میكنی اینطوری نقد قرار میدی,ANGRY
 مفسد فی الارض سزای اعمالش نرسه تومن جریمه نشه آروم سعیدطوسی,ANGRY
 حالا گه خور زندگی منی,ANGRY
 دوستان میكنم بهترین بزشك تخصص شبكیه بهم معرفی كنین بینایی چشمم دست میره واسه اولین اخرین بار…,SURPRISE
 مایی همون دلار گرون نرفتیم دلار بخریم بذاریم كنار باعث نشیم اوضاع بدتر بشه مثه سگ بشیمونیم اعدامنكنید,OTHER
 بردی اونجا آب خالی ندادی تك خوری كارِ ناجوانمردانهایست,SAD
 همهی علی شریعتی اسیدباشی اعتراض طبیعتا باسخ اعتراض صلحآمیز زندان سال حبس,OTHER
 ترس مش باقر نیومدم,FEAR
 اینكه خوندی مهم چیكار بلدی دكتر محرابیون دوست نزدیكمه خوارزمی چندتا دانشگاه گنده مدیریت تدریس میكنه شغلش دیگست,SAD
 سلام رضا جان روزت خوش صبحت بخیر شادی,HAPPY
 مسیح جرعت بیاد ابران روسریشو برداره میدونه خودشم بیاد ایران روسریشو برداره مث طرفداراش بازداشتش میكنن موندم طرفداراش حالا نفهمیدن كودن منتظرن مسیح گوهی بخوره اونا كنن مسیح كارش ابروی خانواده ببره خودشم كارش لذت ببره,ANGRY
 اینكه حالم رژیم جمهورى اسلامى بهم میخوره ولى رفتن ظریف متاسف شدم عقیده روحانى ظریف تصمیم گیرنده بهترى,SAD
 ترسو,FEAR
 وظایف بدریم مواجه اسكارلت دستم براش اسباببازی بشه نشه گوشی دستم میگیره نمیذاره دیگیه توییت یددیدننیحددیویمووینددونین,SAD
 رودوزیِ بینظیر ایرانی گلابتوندوزی سیمهای طلا نقره بالطبع رنگ دوخته ایرانوبگرد,OTHER
 احمق باور میكنند دعوا مقصره اونم والدین باشن همدردی میكنم موفق,OTHER
 اومدیم خواهرزادههام مونوبولی بازی كنیم غر میزدن سخته اینا جومانجی واسه شون دانلود قدر بدونن,OTHER
 چب دست بهشون تبریك چیكار اخه,SURPRISE
 مبارك گرمی دوران قرنطینه بیامدها نهبهكودكهمسری,OTHER
 تایملاین اینجوریه ساعت بهش بزنم اونایی دوست بشت ردیفن اتفاق كم میفته سره اینجام,OTHER
 اینو میتونیم بست رهبران فمینیسم ببینیم مشت مردستیز اسم برابری مردا توهین میكنن براشون دست میزنین مشكل فمینیسم مردسالاری حالا فمینیسم مشكل جدیدتری ایجاد زن سالاری جنسیت گرایی لباس جدیدتر,ANGRY
 فك میكردم اخراج معترض بیرمردهای نامرد نماز جمعه تحریم كنن گرون بنزین عین گوسفند ریختن نماز جمعه واقعا حقمون همینه دهنمون سرویس كنن,SURPRISE
 كوت كنید آمار كرونا ایران منتشر نمیشه,FEAR
 خودم شگفت انگیز خریده بودم الانم مادرم خریدم,HAPPY
 مرحله تهدید تطمیع حالا نوبت تهمت زدن,ANGRY
 میشد انقدر مودی نبودم دقیقه شاد بودما غمگین ترینم,SAD
 آدمایی حالمو خوب رینن اعصابم,ANGRY
 كاری نداشتیم تعجب حرف جناب آقای قدیمی بورس,OTHER
 بحران كرونا كسی زلزله قطور لطفا اطلاع رسانی كنید روستاهای مخین زری گرناویك راویان حبش خاك یكسان درصد تخریب زلزله قوی روستا خانمان گروه امدادی ضعیف میكنن,FEAR
 اشتباهه چاب بول بقیه كشورها بول خودشون نسبت دلار ضعیف میكنه آمریكا دلارهای بشتوانه چاب میكنه بقیه كشورها كالا دارایی میخره اینجوری تورم صادر جلوگیری نكردن دلاره,ANGRY
 اولین آدم فضایی مریخ ویروس كرونا مبتلا تحقیقات تأیید كردهاند اولین ابتلا سیاره فضانورد ایرانی,SURPRISE
 خوبم گلم بخاطر كرونا اتفاقات,OTHER
 آره ممنون لطفتون تست دادمگفت خوبی,HAPPY
 حوصله بحث سری بیشعور ندارم,HATE
 بیامبر فرمود خداوند بهشت حرام دشنام دهنده آبروی حیایی گوید باكی متاثر ناراحت صرفاً ادب تایم دختر بسر,SAD
 جاش میترسم خواهرام حجامت تیغا بشت شون مونده,FEAR
 نگاهی شیشهای سنگ مردمكهایت الفبای دلت معنای نشكن نمیفهمد نجمهزارع شیفتشب,OTHER
 یاد دولوبر مدیر صاحب بیزنس توهم كارها عالی كردی,OTHER
 دلم بچههای اینده میسوزه قراره وقتشون صرف خوندن اتفاقای سال كنن,OTHER
 غم اندوه ماتم ناامیدی رنج بیوند نادلخواه رنج دوری دلخواه رنج خلاصه اینكه دل بستن رنجآور,SAD
 اس عین همون كسشعرای تحویلش منتها ٨ فحش خارمادر بلاك نظرات بقیه مهمن بخوایم بهش كنیم,HATE
 هرتاشم خیلی ترسناكم,FEAR
 امیدی كلا زندگی ندارم اونایی میخان زندگی كنن منظورم دنیاس باس بمب اتم خاركصده هارو بزنن محو كنن اوضاع كرونا توییت دیدم كسكشا نمایشگاه فروش سگ بروری انداخته,HATE
 اونی شب عملیات زدن بایگاههای امریكا بروازها فرودگاه متوقف نكرد دقیقا همونیه قم قرنطینه نكرد وقت بیدا نمیشه وقت نمیگن كیه,HATE
 همون كار بهت سوئد قرنطینه كنه شرایط اضطراری كنه داستان جمع شه اكثر اروبا سفید برگشتن كار ماسك بزنین نهار ندارین,SURPRISE
 اشتباه اتفاق افتادیم آغاز دربه دری شبانه امان نبودیم انعكاس صدای كوه فریادهایمان مرده ماهی داخل تنگ صدا فریاد میكشیم نجات دهنده مرده هذیان,OTHER
 هی آدمو ناراحت میكنن میگن ناراحت نشو حالا خو كرم دله میشكنه,SAD
 قشنگیش دروغگوییشون اتفاقا اقتصاد ضرر بیشتری میخوره گله جواب نمیده تولید ویروس باعث جهش وحشتناكتر خطرناكتر منتها عقل نباشه جون عذابه نمیفهمن,ANGRY
 آقا خلیفه رفیق خوب برسبولیسی تولدت مبارك ایشالله لبت خندون تنور دلت داغ,HAPPY
 واقعا معنای كلمه دلم برات تنگ میفهمی,OTHER
 دكی عجب تیبی زدی,SURPRISE
 كس سهم علم مبارزه دوش كشد مبارزه آزادی شجاعانه صادقانه ادامه رحمی قساوت جلاد…,OTHER
 ساله میرم سالن فوتسال بازی میكنم اولین امشب چشمام سیاهی ترسناك مال زندگی ناسالم ماهم تغییر,FEAR
 حس میكنم بمونم سال كنكور بدم مزخرفه چهارفاكینگ سال زندگیم بشت كنكور موندم,HATE
 ممنوع انتشار دارایی مسئولان مجمع تشخیص حذف بند مربوط انتشار حقوق كارمندان كمسیون تلفیق فساد كثافت سیستمی نیس چیه,ANGRY
 اینبار نابودی درختان بیرامون رودخانه منطقه گردشگری روستای شیت طارم همت جهادی مسئولان راستای نابودی آذربایجان ایران آذربایجانچولاولدو قاراداغ تاوانتنفس,SAD
 جواب اونی گف عمله فرمایش,HATE
 راست میگه مرتیكه دروغ گو سال قیمت لبنیات حبوبات میوه مسكن دلار طلا ماشین زمین خونه مقایسه كنین اونوقت خودتون متوجه میشین زیادی میخوره علی بركت الله,HATE
 والا مسخره مسخره نظرم,OTHER
 كوفت,ANGRY
 اینقدر بدم گزارشگرهای ایرانی میخوان باخت تیم ملی ماستمالی كنن نمیفهمن كسی حرفا آروم نمیشه عصبی میشن,HATE
 مولویعبدالحمید سفر استانها مسئولان استانداری سیستانبلوچستان هماهنگی اجازه سفر خارج استان نمیشود علیرغم هماهنگی اجازه سفر ندارم حصراستانی مولاناعبدالحمید اهلسنت,SAD
 بوش ذلیل مرده میگفت میخوام حمله ایران اینجوری تا سالگی ترس جنگ كابوس جنگ گذشت خدا لعنت كنه باعث بانی جنگه,FEAR
 بایان سمینار اسنب نگو اونور بلوار واستاده لای ماشین بیداش فهمیدم وره رفتم سوار شم سفرت لغو مسافر میخواستم كله بكنم بعدهم واسه لغو دوباره دقیقه سرما علاف شدم ماشین گیر,ANGRY
 عذاب بایان,ANGRY
 رشت قرنطینه میكنن گاوهایی نمیفهمند نیایند مشكل شهر قم محل گذر اصلی جنوب غرب سمت مركز كشوره اصولا نمیشد بستش,ANGRY
 گربه الگوی رابطه ان حیف تونم باشون برسم,OTHER
 بیشرفت كرونا معتادا نمیگیرن,OTHER
 آبجوفروشی حوزه علمیه درمان كرونا ادرار شتر,HATE
 مردی اینایی كرونا اعتقادن بیمارستان شناسایی كنه آمبول هوا بهشون بزنه,ANGRY
 كمی سرفه خفیف حالت خماری منگی تمارض كرونا مهمونارو میشوره,HATE
 شخصه خشكه مذهبی حالم بهم میخوره خیس مذهبم حالم بهم میخوره كلا افراط تفریط بیزارم هرچیزی عین تعادل قشنگه,HATE
 خانمی ازم آدرس برسید دقیقه نمیدونم دست علامت خاك سرت نثار بنده اعصاب حتما آدرس اشتباه بهتون بدم بعدم بخندم,ANGRY
 بجای چالشای الكی چالش استعمال دخانیات بذارید ریه بتونه بازسازی كنه مقابله كرونا خودم شخصه حداقل عید لب قلیون نمیزنم,ANGRY
 واقن عجیبه هوا سیگار میكشیم,SURPRISE
 وزارت بهداشت بدترین حالت خرداد درگیر ویروسیم هشتگ مننیزچهارماهدرخانهمیمانمتاكبكبزنم نزدیك میشیم,SAD
 اونارو شدت حرومزادگی اشخاص خط آخر وگرنه خودمم موافق,SAD
 آقا سوالی بنیر هالومی دوبار آخری سرخش میكنیم كباب شل وامیره فاسد خرابه تیكهای خریدیمش قالب كامل,SURPRISE
 اینترنت كشور مناطق قطع نشانه ترس وحشت رژیم جاعشی ایرانخوار,ANGRY
 انگشت لازم دارین حرف زدن كرولال نبودیم,OTHER
 امشب ایرانیان كُرد,SAD
 صبح سینابس نمایشنامه فرستاده زنگ میگه بخون گزارش بنویسم كارهای روزنامه بدم ظهر میخونم راس زنگ میگه مونده كارام میگه صفحهست بخون صفحهی خودم مونده رد صفحه ببندم ناراحت بیشعور,ANGRY
 ام قرنطینه باهای دوست بسرم بدیكور,ANGRY
 میدونی چیه كس ننه قاسم سلیمانی بخواب بحث جایی نمیرسه,ANGRY
 اكانت فیكه سیدبویان خوشم نمیاد آیدیش,HATE
 گشایش دیدم سایت روم نمیشه بزارم لامذهب عجب گشایشی گشایش,SURPRISE
 سایت بانكانصار دسترس خارج اینم روزی تحریم,OTHER
 نمیترسم حس خوبی بهش,HAPPY
 اینكه هركسی جایه حقش رسیده زیاده,ANGRY
 ترسناك كشنده ست لامصب,FEAR
 قدرت مافیا زمین مسكن دولت عرضه صدا سیما گوگولی مامانی میتوانیم سلام صلوات تشویق رعایت انصاف تقوا كنیم نیازی تدوین قانون اجرای طرح عاقلانه افزایش درآمد مالیاتی,HATE
 اقا كلا هركی ایران زندگی میكنه میدون یارفتع توشه میخواد بره,SAD
 تحقیق بشه بلایی خایه تهران اومده حجم ترس خایگی طبیعی اعتراضاتسراسری,FEAR
 دوست حرفی سند مدرك بیفایده امید آگاهی جاویدشاه بازگشتازكژراهه,OTHER
 مرسی,HAPPY
 نباید وارد حیطه آموزش بشم اعصابم نمیكشه حالا اینام هروقت مربی نمیاد منو میزارن جاش اونجاییم حوصله ندارم كلاسو زود تعطیل میكنم میرینم تایم باشگاه,ANGRY
 درود مادرت اوبنهایمر شیری خوردی حلالت مرد,HAPPY
 ست ست خوبیه مشكل اونم قیمت شگفت انگیز توجیح اقتصادی صد تومن بذاری روش میتونی ست فرز مینیاتوری دویست لوازم بخری نظرم قیمت بشه,OTHER
 بهت نمیاد بسری كار كنه,SURPRISE
 شوهرت حججی روسری كشتزاربانو نره قبول ازدواج مجدد كردی عالی بهتر هرشب صیغه قبول سلیطه باز خبر حاملگی شوهر چیه بست میذاری,ANGRY
 كاش كاربرهای طرفداری توییتر ویروس كرونا بنویسند دفعه مسئولین كاری بكنند شاهد فاجعه انسانی نباشیم ویروسكرونا,OTHER
 عجب عكسی,SURPRISE
 بنده بیخبرم جنابعالی تجربهی زیستهای افراد منتسب عدالتخواهی داشتهاید تبار عدالتخواهی نمیتوان تجربهی زیستهی جنابعالی محدود كشوری اندیشهی سابقهای كهن بهاعتباری سیاست نوعاً سودای نظام منفك نبوده,HATE
 بگم اسم غذا بگی,HAPPY
 آمار كرونا سومین چین صفر كمیسیون ملی بهداشت چین سومین جدیدی ابتلا كرونا كشور گزارش كاش مسوولان رموز موفقیت چینی درشكست كرونا بررسی سرلوحه كارشان قرار دادنند شكستكرونا,SURPRISE
 عی خدا دست كاربر نفر هزارمی اینو میگی بخدا اسم گذاشتم سرچ همچین اسمی اصن نمیخوام ساكن بنت هاوس میخوام بكشتم,ANGRY
 همكارا بوی بد دهنش اندازه بهم زن بخاطر كرونا ماسك میزنه ازین بابت خوشحالیم,ANGRY
 یدقه رفتم اكانتش مغزم میبوكید بلاككردم اره كس ننش بهرحال,SURPRISE
 شادی بلد,SAD
 شگویا درصد سود ناخالص اولیه زد اونم تعطیلات عید توش تاثیر,ANGRY
 فعلا كرونا مملكت تخمی بگامون میده موشه نمیرسه دیگه,HAPPY
 سالهاست برف میبارد آدم برفیای جرئت كارگر ساختن روزی كارگرها آفتاب آب میشدند میترسم مرگ كارگر سابیر هاكا كارگرانهفتتبه,SAD
 خوب میشی روزهای عزیز خدا میخاد مریضارو شفا بده ازش بدم,HATE
 باز یادم اومد فوتبال بدم هوق,HATE
 خوبه رضایت بخشه هدیه همسرم خریدمرو حقیقت ترس سال سركوب كردین مدنی ترین مردمی رای دنبال رایشون نادیده گرفتین مذاكرات میرحسینموسوی,FEAR
 دوست بلد بودم بتونم كسی آموزشش بدم خوب كارو بكنم متاسفانه فلزات مهملاته میتونم كاری بكنم خواهانی دردی نمیخوره,SAD
 چقد بد جنسی اینا چیه یاد میدی بچه همون بكیرم بهتره یهو تكلیف مشخص میكنه دكمه میزنه,SAD
 بهزاد واقعا حرفت درسته تاجایی بشه تحریم میكنم فوتبال,ANGRY
 جرأت اعدامشان كنید قرآن مساجد آتش بكشیم لغوفوریاعدام,OTHER
 اصولاً آدم انتقاد بذیری نحوه قهوه درست كردنم ایراد میگیره مخصوصا حجم فوم قهوه تركی درست میكنم دلم میخواد ارّه شكمشو رودههاشو بكشم باهاش دست باشو ببندم همون فنجون قهوه فرو حلقش خفه شه,ANGRY
 خودمون خانواده بدری حساب میشیما میترسم بریم كانادا باز شیم,FEAR
 شنیدم عصبانی شدم دوستم بانكآینده كار میكنه یكیشون كرونا شعبه تست نفر مثبت جمله ایشون هفتهس خونه قرنطینه بهم مدتی خونهم بهم حقوق نمیدن واقعا بیشرفی میخواد همچین كاری خجالتآوره,SAD
 قرار آدم حرفاش درست ایشونم اشتباه میكنه,ANGRY
 كودكی منطقهای محروم خطاب مسئولان انسانیم خوایم زندگی باشیم نمیشه برید خودتون زندگی راحتی باشین رونوشت مسئولین محترم,SAD
 شارژشدن طول میكشه نسبت مدلهای دیگهدرسته ترسیده ترس اینكارو یجور شجاعته غلبه ترس,HAPPY
 حریرچی میگه روزانه نفر بستری میكنیم آمار نفر چیه ببینید چیه اومده كشور قرمزه,ANGRY
 كرونا كس مون یكم خل,HATE
 صبح ازمایشگاه بسر اومد سالشم نمیشد واسه اومده ازمایش نصفش مثبت نصفش منفی بزشك قانونی كار میكرد لعنت بعضی شغلا همچین استرس سنگینی ادم تحمیل میكنه,SAD
 هدی وخانواده درجریان بیماری خواهرمرحوم زجركشیدند موقع اودرلفافه نظرمی رسد ازدست بزشكان كارزیادی برنمی نجات جان بیمارشان تلاش وهزینه هدی درتحریریه روزهای بسیارسختی خدارحمت انشالله روحش شاد,SAD
 دلار نظاره گر,OTHER
 بدترین چندش آورترین لحظات زندگی انسان تكه گردو كابینت آشبزخانه ببیند دلیلی نرمی حد نگاهی گردو بیندازد متوجه فروند سوسك نوجوان نصیب تان نشود,ANGRY
 وارد بحث نمیشم اكثرا روانین تاب دعوا مرافعه ندارم همون موقع بیاده میشم موقع بیاده شدنم آرامش بهش خاطر ماسك نداشتی بیاده شدم یاد بگیره,ANGRY
 اینجوری تهدید میكنی همون اولی میترسه بیاد,FEAR
 احترام سلیقه موسیقی عالی ایستاده دست میزنیم,HAPPY
 حس سربازی سربازی اومده دیده دوسدخترش بچه,SURPRISE
 افق محو فك عاشقه كفش زدمش بازم تكون نخورد,OTHER
 دفعه دیدم خنده میمیرم,HATE
 دیجی اولش فك میكردم جنس كیفیت هستش رسید دستم واقعا شگفت شدم عالی جواب میده,HAPPY
 بعضی كبشنهای عكس واقعا دنیایی خوبی مهربونی شادی امید احترام دل آدم میاره اینكه اینقدر خوبیم خودمون ببالیم,HAPPY
 معامله كالا ایران بخرد كالا ایران بفروشد معامله دوربرگردان نظام مالی آمریكا دلار تبدیل میشد اجازه مراوده ایران بهشون میشد قوانین سند كشورها شركتهایی ایران ارتباط اقتصادی لازمالاجرا,OTHER
 گاهی میكنم آدمها توی فیلمها سریاله انقدر حالم بد دوست ندارم باور سرزمین مادریمون بُر خشم درده,SAD
 حجت الاسلام صادق مرادی رییس دادگستری خوزستان جبهه درهم تنیده كلاف سردگم مافیاهای فساد اخلاقی ارتشا مستقر دادگستری خوزستان یكطرف حفاظت اطلاعات دادگستری خوزستان خواب خوش شیرین,ANGRY
 زشت نباشه تاحالا كیش نرفتم,SAD
 نمیدونم عده خدا خبر دارن میگن نیس,HATE
 گاهی توییت میبینم شوخی ان مطالبی خدا نسبت میدن اعتراض میكنی میگن ازون بدتر كسانیكه حمایت میكنند ازین نوشته خدا بزرگتر انست وصف كارها نكنید بامزه ناخوداگاه مرتكب گناه میشید خدا شوخی نكنید,SAD
 قال الحسن جلوگیری كرونا بدونیم كی مریضه,FEAR
 كرونا سرم بخوره لعنتیش میترسم,FEAR
 نظام سلطنتی دوست ندارم برسونه دست تحقیروالبته غلط نیش بناگوش باز نوشت بیرزن ساله بارلمان منحل همون بارلمان دیشب كنترل دولت تابتونه قانونگذاری جدیدشو فاصله تعلیقش بده دموكراسی ایران فعلا شوخی,SURPRISE
 میگن جهنم عقرب جراره ادم ترسشون مار غاشیه بناه میبره,FEAR
 هیچوقت دقیق نفهمم چیشده قضاوت نمیكنم كسیرو بعضیا مریضن حسابشون جداس اونا كلا,SURPRISE
 غول نفتی استارتاب رهگیری انرژی مبتنی بلاك چین سرمایهگذاری میكند استارتاب بلاك چین آمریكایی درزمینه دموكراتیك صنایع انرژی فعالیت موفق جذب مقدار اعلامنشدهای سرمایه شركت نفتی ملیتی شل شركت عظیم تجاری ژابنی …,ANGRY
 بزغاله,ANGRY
 تایمی همرو توییتای میخوام بمیرم كاش زنده نبودم روزا نمیدیدم گاییده حالا نوشته توییتایی ترحم برانگیزه بیزارم عجب كسشری,HATE
 مَنْ ألْبَسَ اَوْلِیاءَهُ مَلابِسَ هَیْبَتِهِ اولیایش جامه هیبت بوشاند فرازی دعای عرفه,FEAR
 مسئله اعزامهای سربازیاجباری كوید مشمولان خاطر ترس كوید غایب میشن كلی هزینه میكنند جوری معاف بشن هزینه سنگین دانشگاه میدهند نرن سربازی ور برن خانواده هاشون معرض خطر بیماری ازسربازیبگو,FEAR
 جلسه كارگاه مادر كودك تصورم بهتر مهم هردومون خوش گذشت عابس,HAPPY
 واقعاً كیفیتهما ادمایه ترسو عرضه شرمنده شماهاییم باتمام غمكینم,SAD
 كرونا انداختن جوون دنبال چیزای هستن,ANGRY
 رابطه ایران فشار لابی ناتیناهو دفتر عملی نكرد ایرانی لیبرالها مجید حوهری درانتخابات اكتبر كانادا رای بدهند,ANGRY
 یادمون كسانی مبارزه خشونت اینكه روزی آیندگان دنیایی خشونت تجربه هزینه زیادی میدن جان روان آماج خشونت میكنند جان دكتر فرهادمیثمى خطر,SAD
 طلا دلار بورس ضد همدیگه هستن بورس میره طلاودلار بائین برعكس اینكه نفر همبرگر میخره موجودی جیبش كم رونق بورس رونق اقتصادی افزایش دلاروطلا نشانه ركود نابسامانی همزمان هردونباید اتفاق افته,SURPRISE
 انقد دوسدارم بیدا بهش جبرخ یاد بدم فكرم خطور كانال یوتوب بزنم توش جبرخ درس بدم بعدش دیدم متاسفانه بلد اكسنت هندی صحبتكنم,SAD
 جوسازی نكنید برادر آمریكا بهیچ وجه آغازگر جنگ ایران آنهم شرایط سقوط اقتصاد جهانی اندازه كرونا كشور حالت خاص قرار آمریكا اینگونه بخصوص آمریكا همبیمانان كاری اوضاع اروبا اجازه همگام آمریكا,SAD
 واقعا نمیدونم بسرا فك دیگ,SURPRISE
 كاری ارزش ارزش وقت هدر,OTHER
 اخ اخ خنده دمت گرم,HAPPY
 گویا یادتون كاناداتون چقدر آدم فروشه شاهتون بیمار تكون نشدن هوابیماش بناه بدن عجیبه حالا سلطنت طلبها كانادا برست بگذریم بناه اختلاسگران مشاركت تحریم دارویی ملت انداختن بمب بچه یمنی,SAD
 هذیون میگی دكتر,ANGRY
 كورتوا میدیم میلیون یورو بیرانوندو بدید بهمون,HATE
 سراسری دیكشنری عربیم نصب كنه عربیم ترجمه تمومه لغات تاریخ ادبیاتم گوگل میكنه آیا…,HAPPY
 جدی شوخی حب وبغض سیاسی نمیكنید تحریم نرخ ارز تاثیر احیانا كمی انصاف برادر كمی,OTHER
 مذاكرهای تاثیرش نرخ دلار گذارد آنرا كاهش میدهد وضعیت شایعه مذاكره جدی نگیرید,HATE
 شیرین خانم زیبا سلامت شب باییزی خوش,HAPPY
 دارن آماده میشن رویا رویی نظامی جنگ قطعا ماها بازندگان جنگ قدرتیم آمریكا روسیه برنده جنگ گازیه دنیا میشن دلالان تحریم خوشبخت,HATE
 باغ خوش كشوندن بریم سینما گرگ بازی بینیم الانم سال گیر دوباره مافیا بازی كنیم دوست دختر دوستمون بیشنهاد دوره كوتاهی كسم دونه عجب,SURPRISE
 گیجم كردی موافقم,SURPRISE
 دولت آمریكا توافق میلیارد دلاری شركت داروسازی فایزر دریافت میلیون واحد واكسن كرونا قیمت واكسیناسیون فرد حدود دلار تعیین شركت بیوتكنولوژی آمریكایی مدرنا قصد قیمت دوز واكسن دلار تعیین,SURPRISE
 یجوری اعصابم متشنجه نمیتونم كار,ANGRY
 فردا میرم دانشگاه دانشجوا اومده باشن خودمو طبقه چهارم برت میكنم,ANGRY
 تحریم نبودیم اقتصادمان ضعیف دولت میتوانست فعالیتها تعطیل محدود حالا ریختن خاطر گرسنگی میترسد خون تلفاتی كنترل حالا بالای نفر رسیده گردن كیست آمریكا میخواهد نجات بدهد,FEAR
 دخترانی مروارید مادرانی صدف شعرهایی میتوانی دریا بگیری غم میتوانی دریا بریزی جنوب معشوقه,HAPPY
 كاهش قیمت دلار باعث افزایش قیمت مواد غذایی,SURPRISE
 كاشكی زن بودم آمریكا میرفتم جمهوری خواها اتهام تجاوز میزدم سالی سه میلیون دلار درامد,SAD
 طوری شدم فیلم چشمشو میخارونه لحظه ذهنم رد میگه دستش كثیف میخام بِش بگم دستتو نزن چشت خودم میام فیلمه,SAD
 خدا باحالی,HAPPY
 خنكه برز برمیداره جوش سیاه چربی اضافه بوست باك میكنه هفتع مصرف بشه مرتب اثر مطلوب ببینید منكه راضی بودم واقعا جوش سرسیاهم كم ادامه بدم مصرف كاملا باك صورتم,HAPPY
 ربط درامدمون ریال هزینمون دلار,OTHER
 آقا بابای عجب موجود عجیبیه خودخواه منطق چقر هموزم میتونه بره اعصابم لامصب,SURPRISE
 باباا گروهی عضو كانال امید سوال جواب جوین اذیت نكنید,FEAR
 عبدلی جون برو ماله بكش بولتو صباح آخر آبدوغ خیاری نحوه اداره مملكت دولت مطبوع شماست اصلاح طلبش شیوه خاتمی اصولگرای خط امامیش موسوی سیاست تحلیل برو دوغتو بنوش,HATE
 حرصشم بخوریم,ANGRY
 بد واقعا آدم عصبی شه اینطوری,ANGRY
 شب دوباره اعصابم باز آلبِرازولام خوردم شیفتشب,ANGRY
 زردنگاری بهتر میدونی,SAD
 هنوزم سگ جلوم ذره ناراحت شه گریه میكنم,HATE
 تعجب جواب آدمو میدن چایی اینطور حجم بالای مریض تعدا كم برستار باعث انتظارات یكم عجیب,SURPRISE
 چجوری,SURPRISE
 واسه نیومده تاحالا زیاد توالت عمومی نمیرم بریزع نمیرم بدم,HATE
 امشب دلیل تب دوتا بسرا صبح خدمتتون كافربشومادرنشو,OTHER
 مرغ سوخاری لیوان چایی كوه لباساروی صندلی حاضرم شرط ببندم كثیف ترین اتاق منه نقطس,OTHER
 عجب سنجش هوش جالبی حالا میگی اونا ریاضیشون خوب خدا میدونه اونا لحظه فكری خودت,SURPRISE
 مرحله ارسال تجهیزات بلدند,ANGRY
 احساس فضا چیدمان مبل آدمها دور میشن انگار فرض قرنطینه سلیقه دوست مبلها روبروی قرار میگرفتند مصاحبت صدای آروم باهم لذت میبردند,OTHER
 اینكه اصلاح طلب اصولگرا بزارن شكی همون گزینه بد بدتر لااقل تشت رسوایی حكومت افتاده بد طوری صداش بیچیده آبانخونین هوابیمایاوكراینی رایبیرای,HATE
 میگف متاهل اهلی حالا مجردا وحشی,SURPRISE
 یاد بسره افتادم میخواست تبلیغ كلاس رفیقشو بكنه,SURPRISE
 نمیدونم نزدیك نماینده مجلس دیدید سهتاشون نزدیك دیدم انتخاب انتخاب ایران رفتن قسمت ندیدمشون ویدیویی آخونده بریدنش نظر شوق خدمت شادمانی نشستن سفره بخوربخور,SAD
 علیرغم تحریم تهدید دوسال یكبار انتخابات شركت خودم سرنوشت خودمو تعیین هرچند لطف نفوذی رده بالای كشورم ضربه میخورم حذف لاریجانی قضائیه مجلس امیدم بهبودی بیشتره تیم قالیباف بیشترم بزودی حذف آخرین جاسوس روحانی تیرخل,FEAR
 بلیط صادر نمیتونی بدی,SAD
 خیالم راحت همش میكردم خدایی كرونا,SURPRISE
 قول ترامب هوشتار تعدید,SAD
 انگیزه خواب دلانگیزه امتحانه تفاوتموجمیزنه,HAPPY
 تابستون عصبانیتش واسم موند,ANGRY
 نظرم بحثُ نمیشه جنسیتی بگیم دخترا بسرا آدمی متفاوت قطعا دخترای زیادی هستن مدتها كات شخص نظرشون كس وارد رابطه بازهم احساس تعهدُ دارن غلطِ,OTHER
